8286;0;454.00;9.80;1281.00;0.00;0.44
8304;0;424.00;11.45;1259.00;0.00;0.36
8374;0;413.00;10.30;1219.00;0.00;0.36
8390;0;425.00;9.80;1220.00;0.00;0.40
8399;0;484.00;9.80;1232.00;0.00;0.28
8427;0;441.00;10.55;1195.00;0.00;0.40
8449;0;508.00;9.87;1210.00;0.00;0.56
8596;0;528.00;10.70;1123.00;0.00;0.80
8609;0;567.00;9.95;1134.00;0.00;0.48
8616;0;582.00;10.20;1133.00;0.00;0.32
8635;0;565.00;10.00;1109.00;0.00;0.56
8746;0;679.00;13.67;1082.00;0.00;0.52
8760;0;816.00;17.17;1110.00;0.00;0.60
8790;0;854.00;13.12;1105.00;0.00;0.52
8824;0;861.00;15.35;1084.00;0.00;0.56
9224;0;1025.00;11.82;924.00;0.00;0.48
196;1;388.50;10.20;1916.50;-0.19;0.76
381;1;485.50;17.50;2028.00;-1.07;0.56
598;1;549.00;16.67;1352.00;0.00;0.40
656;1;373.00;10.00;2028.00;-0.58;0.36
815;1;417.00;10.07;2155.00;-0.19;0.40
987;1;691.50;13.45;2073.00;-0.35;0.60
991;1;788.50;9.80;907.50;0.04;0.56
995;1;565.00;10.40;1939.50;-0.85;0.76
1057;1;564.00;11.50;2043.50;-0.34;0.68
1132;1;526.00;10.97;989.00;0.41;0.60
1204;1;473.50;9.80;1242.00;-0.89;0.44
1227;1;449.50;15.85;1781.00;0.51;0.80
1283;1;425.50;13.10;2639.00;-0.40;1.24
1317;1;374.50;11.30;1270.50;-0.78;0.48
1671;1;853.50;12.85;1128.00;-0.27;0.84
1672;1;727.00;13.75;1008.50;0.09;0.64
1833;1;837.50;14.10;1101.50;-0.09;0.40
1960;1;352.00;10.42;1882.00;-0.32;0.40
2043;1;832.50;9.80;838.50;0.06;0.48
2319;1;576.50;13.40;982.00;0.57;0.72
2672;1;600.50;10.00;965.50;-0.50;0.60
2871;1;557.00;17.05;1367.50;0.87;0.32
2899;1;346.00;10.75;1901.50;0.13;0.64
3039;1;543.00;10.35;992.00;0.26;0.80
3136;1;432.00;10.75;2113.50;-0.15;0.64
3154;1;443.00;9.80;1164.00;0.00;0.52
3244;1;847.50;16.20;1063.50;-0.07;0.68
3295;1;712.00;11.75;921.50;-0.41;0.44
3342;1;326.50;11.40;1773.00;-0.57;0.64
3349;1;398.00;12.00;1224.50;0.29;0.52
3485;1;713.00;13.30;2069.50;0.00;0.40
3622;1;569.50;10.80;1968.50;0.07;0.72
3631;1;372.00;11.25;1801.50;0.49;0.52
3636;1;411.50;9.80;2058.00;-0.60;0.60
3703;1;646.00;11.55;1955.00;0.32;0.88
3844;1;556.00;10.15;1162.00;0.14;0.52
3934;1;521.00;14.60;2059.50;0.00;0.80
3984;1;547.50;17.25;1381.00;0.07;0.52
4030;1;285.00;10.12;1508.00;-0.57;1.00
4131;1;429.00;9.75;1370.00;0.24;0.40
4174;1;345.00;13.27;1617.00;-0.19;0.48
4352;1;333.00;11.40;2149.50;1.10;0.60
4468;1;547.00;17.40;1406.50;0.00;0.52
4555;1;380.00;12.20;1773.50;-0.44;0.76
4611;1;517.00;12.22;2030.00;0.14;0.60
4646;1;706.00;13.05;1997.50;-0.29;0.76
4668;1;565.00;10.10;1154.50;-0.41;0.36
4733;1;409.50;10.90;2033.00;0.29;0.52
5014;1;411.50;10.35;2129.00;-1.43;0.48
5144;1;434.50;15.05;1140.00;-0.71;0.64
5313;1;398.50;10.05;2149.00;-0.64;0.32
5326;1;495.00;9.90;1222.00;-1.01;0.60
5381;1;530.50;10.00;1178.50;0.11;0.52
5412;1;721.50;14.60;970.50;0.19;0.44
5534;1;334.00;11.65;1699.50;-0.23;0.60
5720;1;378.50;12.70;1639.50;-0.13;0.80
5897;1;613.50;10.85;1109.00;-0.34;0.64
5994;1;867.50;14.05;1042.00;0.06;0.52
6156;1;321.50;12.55;1848.00;-1.36;0.64
6177;1;330.00;10.72;1805.00;-0.62;0.56
6235;1;511.00;10.85;1977.00;-0.12;0.68
6629;1;389.50;10.40;1899.50;-1.24;0.36
6683;1;426.50;9.90;1187.50;-0.19;0.52
6698;1;834.00;13.45;1126.00;0.51;0.56
6829;1;360.00;10.10;1959.00;-0.38;0.60
6845;1;318.50;11.05;1943.00;0.10;0.64
6849;1;434.00;9.80;1316.00;0.18;0.64
7233;1;419.50;10.20;2053.50;-0.96;0.44
7239;1;358.00;10.90;2026.00;-0.46;0.36
7240;1;388.50;10.30;2033.50;-0.49;0.52
7261;1;693.50;12.70;2090.50;-0.40;0.44
7272;1;716.50;13.10;2089.50;-0.40;0.36
7341;1;367.50;10.35;1894.00;0.61;0.56
7347;1;337.50;10.30;1873.50;0.05;0.40
7361;1;426.00;15.15;1880.50;0.15;0.52
7363;1;346.50;10.30;1867.00;-0.12;0.36
7445;1;359.00;12.50;1765.50;0.72;0.48
7454;1;468.50;14.50;1786.00;0.37;0.64
7589;1;290.00;11.80;1571.50;0.17;0.64
7607;1;371.50;15.35;1611.00;-0.46;0.52
7942;1;429.00;10.27;1418.00;-0.50;0.92
8286;1;457.00;9.80;1275.50;0.49;0.44
8304;1;424.50;10.90;1254.50;0.11;0.36
8374;1;412.50;11.95;1214.00;-0.10;0.36
8390;1;424.00;9.90;1216.00;-0.24;0.40
8399;1;481.00;9.80;1230.50;-1.10;0.28
8427;1;444.50;11.15;1189.00;0.52;0.40
8449;1;505.00;9.90;1206.00;-0.64;0.56
8596;1;523.50;11.50;1114.50;-0.48;0.80
8609;1;566.50;9.95;1129.00;-0.10;0.48
8616;1;581.00;10.15;1129.00;-0.24;0.32
8635;1;567.00;10.00;1099.50;0.20;0.56
8746;1;679.00;13.80;1077.50;0.00;0.52
8760;1;809.50;14.60;1106.00;-1.01;0.60
8790;1;855.50;12.40;1100.00;0.29;0.52
8824;1;864.00;14.30;1075.50;0.33;0.56
9224;1;1024.50;11.70;918.50;-0.09;0.48
196;2;397.00;11.85;1920.50;1.10;0.76
381;2;494.00;15.90;2025.50;0.49;0.56
598;2;552.00;16.60;1352.50;0.58;0.40
656;2;376.50;10.00;2028.50;0.54;0.36
815;2;424.00;9.95;2158.50;1.32;0.40
987;2;697.50;13.15;2069.00;0.51;0.60
991;2;785.50;9.80;915.50;-0.50;0.56
995;2;571.50;10.55;1942.00;-0.57;0.76
1057;2;574.50;11.60;2044.00;1.03;0.68
1132;2;518.50;9.80;998.50;4.57;0.60
1204;2;478.00;9.80;1240.50;0.51;0.44
1227;2;439.50;19.40;1782.00;-0.66;0.80
1283;2;420.50;13.15;2649.00;-1.16;1.24
1317;2;380.00;10.70;1270.50;0.51;0.48
1671;2;862.50;13.10;1129.00;0.68;0.84
1672;2;724.00;13.37;1011.00;-0.24;0.64
1833;2;841.50;14.10;1097.50;0.35;0.40
1960;2;356.00;10.20;1882.50;0.87;0.40
2043;2;829.50;9.80;838.50;-0.32;0.48
2319;2;580.00;13.20;982.50;0.88;0.72
2672;2;606.50;9.90;965.00;0.61;0.60
2871;2;551.00;17.42;1368.00;-0.98;0.32
2899;2;341.00;11.37;1902.00;-0.51;0.64
3039;2;547.50;10.90;996.50;0.85;0.80
3136;2;427.00;10.20;2116.00;-0.98;0.64
3154;2;448.00;9.90;1162.50;0.73;0.52
3244;2;853.00;14.95;1065.50;0.83;0.68
3295;2;715.50;12.50;922.50;0.40;0.44
3342;2;327.50;10.60;1781.50;-1.30;0.64
3349;2;401.50;10.60;1227.50;1.00;0.52
3485;2;708.50;13.40;2074.50;-1.46;0.40
3622;2;559.50;11.80;1970.00;-1.08;0.72
3631;2;374.50;11.20;1806.50;1.48;0.52
3636;2;418.00;10.55;2063.00;0.32;0.60
3703;2;635.50;11.50;1963.50;-1.07;0.88
3844;2;551.50;10.20;1167.50;-1.16;0.52
3934;2;528.50;13.10;2058.50;0.72;0.80
3984;2;544.00;21.40;1382.00;-0.46;0.52
4030;2;296.00;12.72;1512.00;0.00;1.00
4131;2;425.00;9.82;1370.00;-0.64;0.40
4174;2;349.50;12.40;1621.50;0.42;0.48
4352;2;322.00;11.40;2148.50;-0.72;0.60
4468;2;552.00;16.60;1406.50;0.73;0.52
4555;2;393.50;13.15;1780.00;1.13;0.76
4611;2;511.00;11.90;2027.50;-0.48;0.60
4646;2;714.50;13.60;1994.00;0.57;0.76
4668;2;568.50;10.20;1153.50;0.26;0.36
4733;2;405.00;10.55;2033.00;-0.54;0.52
5014;2;424.50;10.25;2128.00;1.22;0.48
5144;2;443.50;12.30;1139.00;0.83;0.64
5313;2;402.50;9.80;2149.00;0.89;0.32
5326;2;503.00;9.95;1223.00;0.00;0.60
5381;2;536.00;10.00;1179.50;1.04;0.52
5412;2;718.50;14.60;974.00;-0.35;0.44
5534;2;341.50;12.40;1703.50;0.88;0.60
5720;2;369.00;12.65;1643.50;-0.97;0.80
5897;2;622.00;12.95;1113.50;1.17;0.64
5994;2;871.50;13.90;1046.00;0.84;0.52
6156;2;332.00;10.50;1842.50;0.13;0.64
6177;2;334.50;10.30;1804.50;-0.06;0.56
6235;2;518.00;11.20;1986.00;1.73;0.68
6629;2;393.50;10.60;1899.50;-1.07;0.36
6683;2;432.00;9.95;1185.50;0.83;0.52
6698;2;827.50;15.20;1127.50;-0.42;0.56
6829;2;367.00;10.02;1959.00;0.78;0.60
6845;2;309.00;10.85;1941.50;-0.94;0.64
6849;2;438.00;9.80;1314.50;0.44;0.64
7233;2;427.50;11.30;2055.50;0.54;0.44
7239;2;362.00;10.25;2027.00;0.58;0.36
7240;2;391.00;10.30;2034.50;-0.18;0.52
7261;2;687.00;13.17;2093.00;-1.44;0.44
7272;2;721.00;12.85;2089.00;0.64;0.36
7341;2;360.50;9.90;1894.00;-0.61;0.56
7347;2;335.00;11.00;1877.50;-0.34;0.40
7361;2;422.00;13.25;1884.50;-0.87;0.52
7363;2;343.50;9.90;1872.00;4.43;0.36
7445;2;351.50;10.40;1768.50;-1.16;0.48
7454;2;461.50;14.20;1794.00;-1.29;0.64
7589;2;293.00;11.85;1581.50;1.27;0.64
7607;2;383.00;16.00;1611.50;1.10;0.52
7942;2;438.00;12.35;1421.50;0.62;0.92
8286;2;453.00;9.80;1277.50;-0.27;0.44
8304;2;421.50;10.90;1259.50;4.51;0.36
8374;2;414.50;10.85;1214.00;0.29;0.36
8390;2;421.50;9.80;1219.50;-1.42;0.40
8399;2;486.00;9.80;1229.50;0.67;0.28
8427;2;442.00;11.55;1189.00;0.16;0.40
8449;2;511.50;9.90;1204.00;0.52;0.56
8596;2;533.00;10.67;1117.00;0.69;0.80
8609;2;571.00;10.00;1130.00;0.78;0.48
8616;2;584.00;10.15;1130.00;0.58;0.32
8635;2;560.50;10.00;1107.00;-1.15;0.56
8746;2;686.50;13.60;1075.50;0.85;0.52
8760;2;817.00;16.85;1105.00;0.19;0.60
8790;2;849.50;14.05;1105.00;4.71;0.52
8824;2;857.50;14.60;1080.50;-0.78;0.56
9224;2;1028.00;11.70;918.50;0.49;0.48
196;3;380.00;9.95;1918.00;-1.03;0.76
381;3;498.00;14.95;2030.50;1.49;0.56
598;3;547.00;18.97;1354.00;-0.58;0.40
656;3;372.00;10.00;2030.50;-1.40;0.36
815;3;412.50;9.80;2157.50;-1.14;0.40
987;3;698.50;13.10;2075.50;1.30;0.60
991;3;791.00;9.80;914.00;0.46;0.56
995;3;562.50;10.65;1944.00;-1.21;0.76
1057;3;556.00;11.70;2046.50;-1.32;0.68
1132;3;525.00;10.10;999.50;2.03;0.60
1204;3;479.50;9.90;1245.00;1.84;0.44
1227;3;451.50;14.65;1791.00;1.86;0.80
1283;3;438.00;13.10;2647.50;0.74;1.24
1317;3;382.00;10.00;1274.50;1.69;0.48
1671;3;850.00;13.45;1129.50;-0.67;0.84
1672;3;730.50;13.80;1014.50;0.78;0.64
1833;3;841.50;13.45;1106.00;1.29;0.40
1960;3;349.00;10.27;1886.00;4.46;0.40
2043;3;828.00;9.80;844.00;-1.10;0.48
2319;3;568.00;12.00;983.00;-0.58;0.72
2672;3;609.00;10.45;972.50;1.96;0.60
2871;3;557.50;17.40;1371.00;1.84;0.32
2899;3;350.00;9.95;1907.00;1.19;0.64
3039;3;534.00;11.62;1002.00;-1.40;0.80
3136;3;437.50;12.00;2118.00;1.15;0.64
3154;3;448.00;10.75;1167.50;1.47;0.52
3244;3;842.00;16.70;1069.00;-1.40;0.68
3295;3;710.00;11.40;924.00;-1.10;0.44
3342;3;331.50;10.80;1776.00;-0.21;0.64
3349;3;392.50;10.65;1232.00;4.43;0.52
3485;3;718.00;14.37;2075.00;1.57;0.40
3622;3;578.00;10.45;1975.00;1.57;0.72
3631;3;364.00;10.50;1804.50;-1.10;0.52
3636;3;410.00;9.87;2059.00;-0.78;0.60
3703;3;652.50;12.30;1959.00;0.92;0.88
3844;3;558.50;10.00;1167.50;1.16;0.52
3934;3;528.00;10.75;2067.00;1.57;0.80
3984;3;542.00;22.60;1385.50;-1.10;0.52
4030;3;287.00;10.00;1515.00;-0.73;1.00
4131;3;423.50;10.35;1374.00;4.71;0.40
4174;3;342.00;15.35;1623.50;-0.96;0.48
4352;3;318.50;12.90;2154.50;4.51;0.60
4468;3;552.00;16.90;1410.50;1.27;0.52
4555;3;372.50;13.70;1779.00;-1.19;0.76
4611;3;510.50;12.40;2033.50;-1.00;0.60
4646;3;715.00;13.50;2004.50;1.64;0.76
4668;3;570.50;10.20;1155.00;0.71;0.36
4733;3;403.50;10.40;2039.50;4.39;0.52
5014;3;416.50;9.90;2133.50;3.76;0.48
5144;3;445.50;12.45;1148.00;2.06;0.64
5313;3;397.50;9.80;2152.00;4.33;0.32
5326;3;492.50;9.90;1224.00;-1.29;0.60
5381;3;523.50;9.85;1181.00;-1.27;0.52
5412;3;723.00;14.30;975.50;0.87;0.44
5534;3;330.00;10.95;1708.50;4.62;0.60
5720;3;388.00;15.95;1641.50;0.70;0.80
5897;3;608.50;10.60;1115.00;-1.43;0.64
5994;3;862.00;13.72;1048.00;-1.19;0.52
6156;3;339.50;10.10;1843.00;0.88;0.64
6177;3;334.00;10.15;1815.00;3.46;0.56
6235;3;508.50;12.15;1988.00;4.00;0.68
6629;3;402.00;10.50;1900.00;0.58;0.36
6683;3;432.00;10.25;1189.50;1.47;0.52
6698;3;834.50;13.15;1134.00;1.78;0.56
6829;3;346.00;10.95;1962.50;-1.47;0.60
6845;3;315.50;10.00;1951.50;3.76;0.64
6849;3;437.00;9.80;1323.00;0.89;0.64
7233;3;422.50;10.60;2059.00;4.43;0.44
7239;3;356.00;11.75;2029.00;-1.32;0.36
7240;3;387.00;10.15;2036.00;-0.89;0.52
7261;3;701.50;13.00;2091.00;1.13;0.44
7272;3;721.50;13.00;2093.50;1.71;0.36
7341;3;359.50;9.95;1902.00;4.12;0.56
7347;3;338.50;10.45;1878.00;0.29;0.40
7361;3;430.50;15.20;1882.50;0.88;0.52
7363;3;351.00;9.90;1870.50;1.44;0.36
7445;3;357.50;10.50;1772.00;2.24;0.48
7454;3;469.00;14.35;1793.00;1.10;0.64
7589;3;283.50;10.80;1581.50;-1.24;0.64
7607;3;363.00;16.17;1616.00;4.71;0.52
7942;3;425.50;9.90;1421.00;-0.95;0.92
8286;3;459.00;9.80;1278.50;1.10;0.44
8304;3;427.50;11.10;1256.00;0.86;0.36
8374;3;410.50;13.10;1216.50;-0.78;0.36
8390;3;428.50;9.90;1220.50;1.71;0.40
8399;3;487.50;9.90;1233.50;1.97;0.28
8427;3;439.00;11.37;1192.00;-0.58;0.40
8449;3;514.00;9.87;1211.00;1.73;0.56
8596;3;520.50;11.10;1125.50;4.39;0.80
8609;3;562.00;10.00;1134.00;4.71;0.48
8616;3;579.00;10.20;1133.50;4.54;0.32
8635;3;570.50;9.90;1108.50;1.48;0.56
8746;3;686.00;13.30;1081.50;1.49;0.52
8760;3;822.50;16.90;1110.50;1.64;0.60
8790;3;860.50;12.70;1104.50;1.49;0.52
8824;3;866.00;12.10;1078.50;0.73;0.56
9224;3;1021.00;11.70;923.00;-1.32;0.48
196;4;381.50;10.20;1923.50;-1.51;0.76
381;4;485.00;16.57;2035.00;4.12;0.56
598;4;553.00;16.57;1357.00;1.57;0.40
656;4;378.50;9.90;2031.50;1.71;0.36
815;4;410.00;10.00;2160.50;4.65;0.40
987;4;686.00;13.35;2080.00;4.30;0.60
991;4;791.50;10.50;924.00;2.42;0.56
995;4;583.00;10.85;1944.50;0.99;0.76
1057;4;572.00;11.55;2051.50;1.96;0.68
1132;4;518.50;10.60;1010.00;3.42;0.60
1204;4;471.50;9.80;1245.50;4.39;0.44
1227;4;436.50;18.75;1786.00;-1.23;0.80
1283;4;445.50;13.90;2659.50;1.95;1.24
1317;4;376.00;10.85;1276.50;3.81;0.48
1671;4;847.50;13.15;1136.00;-1.45;0.84
1672;4;721.00;13.10;1019.50;4.61;0.64
1833;4;833.50;13.90;1109.00;4.29;0.40
1960;4;358.00;10.00;1883.50;1.27;0.40
2043;4;836.00;9.80;845.00;1.32;0.48
2319;4;563.50;11.50;989.50;4.65;0.72
2672;4;595.50;10.85;973.00;4.33;0.60
2871;4;547.50;19.10;1369.50;-1.49;0.32
2899;4;337.50;12.50;1903.00;-0.89;0.64
3039;4;544.50;12.25;1008.00;2.40;0.80
3136;4;425.00;10.25;2117.50;-1.26;0.64
3154;4;438.00;9.80;1170.00;4.33;0.52
3244;4;851.00;15.80;1073.50;2.43;0.68
3295;4;719.50;13.00;925.00;1.39;0.44
3342;4;338.00;10.27;1781.00;1.19;0.64
3349;4;392.50;10.60;1239.50;3.53;0.52
3485;4;714.00;13.05;2080.50;2.96;0.40
3622;4;560.00;13.50;1976.50;4.54;0.72
3631;4;362.50;11.85;1810.00;4.28;0.52
3636;4;410.00;9.85;2063.00;-1.16;0.60
3703;4;647.50;11.55;1970.00;2.07;0.88
3844;4;558.50;10.20;1173.00;2.42;0.52
3934;4;513.00;13.95;2064.50;-1.26;0.80
3984;4;552.00;17.50;1384.00;0.89;0.52
4030;4;305.50;14.90;1519.50;1.04;1.00
4131;4;433.50;9.80;1374.50;1.66;0.40
4174;4;352.50;13.10;1631.50;2.25;0.48
4352;4;330.00;11.42;2156.00;2.21;0.60
4468;4;542.00;17.70;1410.50;-1.27;0.52
4555;4;366.50;11.20;1785.50;4.63;0.76
4611;4;522.50;13.95;2038.00;1.72;0.60
4646;4;698.00;12.65;2008.00;4.33;0.76
4668;4;569.00;10.30;1161.50;2.46;0.36
4733;4;413.50;10.60;2037.50;1.48;0.52
5014;4;427.50;10.60;2134.00;2.01;0.48
5144;4;440.50;11.10;1152.00;2.83;0.64
5313;4;403.50;9.80;2153.00;2.09;0.32
5326;4;493.00;9.90;1225.50;-1.42;0.60
5381;4;537.50;9.90;1179.50;1.13;0.52
5412;4;716.00;14.65;978.50;4.58;0.44
5534;4;342.00;11.25;1712.50;2.21;0.60
5720;4;388.00;14.30;1651.50;1.63;0.80
5897;4;611.00;10.97;1121.00;3.92;0.64
5994;4;862.50;13.60;1055.50;3.82;0.52
6156;4;340.00;10.10;1848.50;1.40;0.64
6177;4;338.50;10.00;1807.50;0.66;0.56
6235;4;518.50;11.70;1995.50;2.58;0.68
6629;4;410.50;12.60;1900.50;1.33;0.36
6683;4;421.50;10.60;1192.50;4.28;0.52
6698;4;825.00;16.60;1133.50;4.61;0.56
6829;4;354.50;11.45;1965.00;4.58;0.60
6845;4;328.00;11.55;1948.50;1.62;0.64
6849;4;431.00;9.80;1322.00;-0.19;0.64
7233;4;433.50;11.50;2059.50;1.76;0.44
7239;4;364.50;10.00;2030.00;1.57;0.36
7240;4;395.50;10.00;2040.50;1.71;0.52
7261;4;701.50;12.85;2093.00;1.41;0.44
7272;4;713.00;12.90;2092.50;-1.47;0.36
7341;4;369.50;10.00;1901.50;1.99;0.56
7347;4;332.50;12.70;1884.50;4.39;0.40
7361;4;430.00;16.00;1888.50;1.86;0.52
7363;4;349.00;9.90;1875.00;2.67;0.36
7445;4;349.00;11.05;1774.50;4.06;0.48
7454;4;460.00;14.00;1801.50;3.79;0.64
7589;4;282.00;10.25;1591.00;3.78;0.64
7607;4;385.00;16.30;1617.50;1.70;0.52
7942;4;423.50;10.10;1424.00;-1.29;0.92
8286;4;448.00;9.80;1281.50;4.62;0.44
8304;4;427.50;11.75;1259.00;1.57;0.36
8374;4;415.50;10.05;1219.00;1.57;0.36
8390;4;427.00;10.00;1225.00;2.76;0.40
8399;4;482.00;9.80;1234.50;3.81;0.28
8427;4;443.50;10.20;1196.50;2.11;0.40
8449;4;500.50;9.90;1210.50;4.64;0.56
8596;4;538.50;10.30;1125.00;1.75;0.80
8609;4;571.50;10.00;1134.00;1.57;0.48
8616;4;585.00;10.15;1133.00;1.57;0.32
8635;4;559.50;10.00;1116.50;3.77;0.56
8746;4;670.50;18.80;1083.50;4.53;0.52
8760;4;807.00;14.60;1110.00;4.71;0.60
8790;4;858.00;14.15;1109.50;2.41;0.52
8824;4;865.50;12.40;1085.50;1.89;0.56
9224;4;1031.00;11.75;921.50;1.17;0.48
196;5;397.50;11.50;1930.50;2.28;0.76
381;5;491.50;15.05;2037.00;3.05;0.56
598;5;546.00;19.95;1355.00;-0.98;0.40
656;5;374.50;9.90;2034.00;3.30;0.36
815;5;428.00;11.50;2162.00;1.76;0.40
987;5;692.50;13.15;2082.00;3.24;0.60
991;5;781.00;9.90;924.50;4.14;0.56
995;5;590.50;11.90;1951.00;1.70;0.76
1057;5;557.50;12.25;2053.00;4.27;0.68
1204;5;473.50;9.80;1247.50;3.76;0.44
1227;5;437.00;16.62;1791.00;4.46;0.80
1283;5;431.00;14.00;2664.50;3.23;1.24
1317;5;381.00;10.42;1279.00;2.60;0.48
1671;5;863.00;13.90;1140.00;1.97;0.84
1672;5;730.50;13.50;1023.00;2.29;0.64
1833;5;838.00;13.25;1113.00;3.14;0.40
1960;5;355.00;10.00;1887.00;2.35;0.40
2043;5;829.50;9.80;852.50;3.50;0.48
2319;5;579.00;13.85;990.50;1.78;0.72
2672;5;605.00;11.50;975.50;2.79;0.60
2871;5;551.00;17.12;1372.00;4.12;0.32
2899;5;339.50;12.40;1910.50;4.44;0.64
3039;5;535.50;10.75;1013.00;3.56;0.80
3136;5;431.50;10.55;2123.00;3.60;0.64
3154;5;443.50;10.20;1172.50;3.03;0.52
3244;5;843.00;17.65;1074.50;3.98;0.68
3295;5;711.00;11.75;928.00;4.12;0.44
3342;5;340.50;10.30;1785.00;1.83;0.64
3485;5;710.50;13.00;2081.50;3.50;0.40
3622;5;568.50;10.95;1982.00;3.21;0.72
3631;5;367.00;10.65;1812.50;3.49;0.52
3636;5;425.00;10.65;2070.00;2.03;0.60
3703;5;638.00;11.60;1978.00;3.49;0.88
3844;5;562.00;10.15;1172.00;1.97;0.52
3934;5;509.50;13.40;2069.50;4.49;0.80
3984;5;552.00;17.50;1389.50;1.86;0.52
4030;5;288.50;10.60;1524.50;-1.50;1.00
4131;5;428.00;10.75;1377.50;3.14;0.40
4174;5;342.50;13.55;1632.00;3.87;0.48
4352;5;319.50;13.20;2160.50;3.85;0.60
4468;5;542.00;17.55;1417.00;3.92;0.52
4555;5;407.00;12.35;1788.50;1.77;0.76
4611;5;511.50;14.50;2042.50;3.82;0.60
4646;5;707.50;13.10;2011.50;3.20;0.76
4668;5;564.50;10.20;1162.50;3.76;0.36
4733;5;413.50;10.40;2041.50;2.13;0.52
5014;5;433.00;11.15;2133.50;1.81;0.48
5144;5;433.50;10.60;1152.00;3.65;0.64
5326;5;511.00;10.20;1227.50;1.63;0.60
5381;5;538.50;10.00;1181.00;1.34;0.52
5412;5;723.50;14.10;982.00;2.42;0.44
