93;2773.00;9.88;512.00;big
94;2810.00;9.80;274.00;big
94;2770.00;9.80;345.00;big
96;2780.00;10.00;3.00;big
96;2687.00;10.55;5.00;big
97;2943.00;13.55;1322.00;big
97;2840.00;13.12;1209.00;big
98;2783.00;11.35;1269.00;big
98;2784.00;11.00;1313.00;big
99;2845.00;11.30;1436.00;big
99;2778.00;10.93;1383.00;big
100;1030.00;12.50;776.00;big
100;1104.00;14.68;823.00;big
101;3081.00;10.38;1383.00;big
101;3038.00;10.30;1331.00;big
102;3007.00;10.35;1236.00;big
102;3090.00;9.90;1202.00;big
103;3169.00;9.80;1304.00;big
103;3167.00;9.80;1374.00;big
104;3220.00;11.68;2345.00;big
104;3807.00;11.98;2555.00;big
105;3279.00;9.88;1912.00;big
105;3280.00;9.90;1877.00;big
106;3443.00;10.18;2023.00;big
106;3397.00;10.20;1993.00;big
107;3866.00;10.38;2261.00;big
107;3951.00;10.15;2215.00;big
108;4310.00;11.68;2210.00;big
108;4466.00;10.93;2094.00;big
109;3424.00;11.62;1948.00;big
109;3345.00;10.30;1902.00;big
110;3551.00;11.45;2079.00;big
110;3727.00;11.93;2160.00;big
111;3546.00;10.00;1828.00;big
111;3717.00;10.60;1973.00;big
112;3933.00;9.90;1875.00;big
112;3828.00;10.30;1815.00;big
113;3906.00;10.28;1970.00;big
113;4003.00;9.80;2061.00;big
114;2992.00;11.60;1668.00;big
114;3080.00;11.07;1662.00;big
115;3360.00;9.50;1521.00;big
115;3299.00;9.90;1506.00;big
116;3268.00;11.10;1700.00;big
116;3157.00;10.35;1700.00;big
117;3193.00;12.15;1635.00;big
117;3266.00;10.75;1582.00;big
118;3184.00;11.20;1783.00;big
118;3263.00;12.55;1820.00;big
119;3346.00;9.93;1581.00;big
119;3362.00;10.30;1634.00;big
120;3456.00;9.88;1614.00;big
120;3413.00;10.28;1580.00;big
121;3393.00;11.15;1724.00;big
121;3351.00;10.80;1822.00;big
122;3228.00;9.82;1480.00;big
122;3221.00;10.70;1525.00;big
123;3233.00;9.90;1433.00;big
123;3201.00;9.80;1397.00;big
124;3173.00;10.15;1468.00;big
124;3112.00;10.48;1471.00;big
125;3125.00;13.12;1557.00;big
125;3186.00;11.85;1564.00;big
126;3039.00;11.68;1497.00;big
126;2921.00;11.75;1569.00;big
127;2954.00;11.78;1467.00;big
127;2903.00;11.55;1473.00;big
128;3088.00;9.80;1092.00;big
128;2993.00;9.85;1011.00;big
129;2755.00;13.90;1080.00;big
129;2914.00;10.80;1095.00;big
130;2755.00;11.07;1008.00;big
130;2813.00;9.85;951.00;big
131;2902.00;9.88;950.00;big
131;2852.00;9.80;843.00;big
134;35.00;9.50;2532.00;big
134;79.00;9.50;2443.00;big
135;338.00;9.50;2203.00;big
135;259.00;9.50;2298.00;big
136;359.00;9.50;2141.00;big
136;297.00;9.50;2142.00;big
137;388.00;10.00;2059.00;big
137;392.00;9.50;2111.00;big
138;138.00;9.50;2352.00;big
138;189.00;9.73;2338.00;big
139;68.00;9.50;2310.00;big
139;86.00;9.50;2204.00;big
140;154.00;11.40;2256.00;big
140;189.00;9.50;2170.00;big
141;218.00;9.50;2031.00;big
141;47.00;9.50;2041.00;big
142;96.00;9.50;1688.00;big
142;167.00;9.50;1867.00;big
143;247.00;9.50;1486.00;big
143;86.00;9.50;1407.00;big
144;72.00;9.50;1125.00;big
144;289.00;9.50;1214.00;big
145;410.00;9.50;950.00;big
145;362.00;9.50;1043.00;big
146;565.00;9.50;898.00;big
146;672.00;9.50;851.00;big
147;985.00;9.50;172.00;big
147;778.00;9.50;589.00;big
148;1282.00;9.50;139.00;big
148;987.00;9.50;570.00;big
149;417.00;9.50;220.00;big
149;266.00;9.50;690.00;big
150;2612.00;9.50;2768.00;big
150;2871.00;9.50;2648.00;big
151;2327.00;9.50;2083.00;big
151;2537.00;9.50;2068.00;big
152;2790.00;9.50;1868.00;big
152;2776.00;9.50;1741.00;big
153;2475.00;9.50;1665.00;big
153;2515.00;9.50;1857.00;big
154;2727.00;9.50;1596.00;big
154;2845.00;9.50;1617.00;big
155;2959.00;9.50;1736.00;big
155;3108.00;9.50;1762.00;big
156;3586.00;9.50;2179.00;big
156;3286.00;9.50;1914.00;big
157;4164.00;9.50;2225.00;big
157;3889.00;9.50;2125.00;big
158;3766.00;9.50;1858.00;big
158;3648.00;9.50;1752.00;big
159;3363.00;9.50;1538.00;big
159;3308.00;9.50;1525.00;big
160;3503.00;9.50;1534.00;big
160;3442.00;9.50;1519.00;big
161;3436.00;9.50;1460.00;big
161;3308.00;9.50;1456.00;big
162;3225.00;9.50;1345.00;big
162;3250.00;9.50;1244.00;big
163;3118.00;9.85;1261.00;big
163;3128.00;9.50;1379.00;big
164;3227.00;9.50;1186.00;big
164;3163.00;9.50;1074.00;big
165;3101.00;9.50;857.00;big
165;3123.00;9.50;982.00;big
166;2891.00;9.50;497.00;big
166;2911.00;9.50;778.00;big
167;2852.00;9.50;296.00;big
167;2854.00;9.50;193.00;big
168;3010.00;9.50;214.00;big
168;2942.00;9.50;282.00;big
169;3103.00;9.50;90.00;big
169;3103.00;9.50;7.00;big
170;2737.00;9.50;206.00;big
170;2729.00;9.50;71.00;big
171;2950.00;9.50;39.00;big
171;2914.00;9.50;123.00;big
172;2652.00;9.50;304.00;big
172;2639.00;9.50;480.00;big
173;2373.00;9.50;615.00;big
173;2478.00;9.50;533.00;big
174;2273.00;9.50;500.00;big
174;2163.00;9.50;505.00;big
175;2032.00;9.50;471.00;big
175;1975.00;9.50;330.00;big
176;1964.00;9.50;165.00;big
176;2023.00;9.50;56.00;big
177;2273.00;9.50;24.00;big
177;2513.00;9.50;81.00;big
178;2447.00;9.50;319.00;big
178;2179.00;9.50;250.00;big
179;3811.00;9.50;760.00;big
179;3826.00;9.50;824.00;big
180;3574.00;9.50;209.00;big
180;3233.00;9.50;527.00;big
181;4117.00;9.50;924.00;big
181;4015.00;9.50;533.00;big
182;4332.00;9.50;1924.00;big
182;4528.00;9.50;1926.00;big
183;4552.00;9.50;2223.00;big
183;4413.00;9.50;2441.00;big
184;4083.00;9.50;1829.00;big
184;3907.00;9.50;1755.00;big
185;3554.00;9.50;1640.00;big
185;3615.00;9.50;1587.00;big
186;3502.00;9.50;949.00;big
186;3514.00;9.50;1285.00;big
187;4338.00;9.50;1449.00;big
187;3915.00;9.50;1427.00;big
